year,month,cwd,pck,ppt,str,tmx,tmn,pop,latitude,longitude,elevation,taxon_name
1910,4,62.24000168,0,71.52999878,149.5,18.25,3.539999962,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1910,8,146.3999939,0,0,31.67000008,27.95999908,11.26000023,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1910,12,17.57999992,0,174.3399963,149.5,10.23999977,0.219999999,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1910,2,22.22999954,490.2600098,204.3500061,149.5,7.96999979,-2.289999962,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1910,1,12.97000027,423.3699951,273.2999878,149.5,5.25,-3.8499999049999998,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1910,7,171.3000031,0,0.389999986,38.99000168,28.05999947,12.13000011,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1910,6,96.66999817,0,6.409999847,47.16999817,24.10000038,7.480000019,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1910,3,36.43999863,310.5,212.1999969,149.5,14.30000019,1.700000048,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1910,5,75.19000244,0,18.03000069,103.7200012,20.79000092,6.489999771,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1910,11,25.70999908,0,123.4000015,149.5,12.5,1.49000001,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1910,10,58.11000061,0,57.72999954,140.2700043,20.450000760000002,5.199999809,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1910,9,105.9000015,0,60.25999832,91.93000031,23.87000084,7,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1911,4,41.81000137,336.4700012,159.4299927,149.5,11.899999619999999,0.629999995,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
1911,8,142.1000061,0,0,38.54999924,26.51000023,9.380000114,LC,39.31897,-120.65744,1362.3,Streptanthus tortuosus
