"","Run Index","Plate","Directory","SampleName","Plate Position","Rack #","Location","leaf_type","dried","3MSO_5.2","OH-Alkenyl_6","4MSO_7.1","Allyl_7.4","5MSO_10.2","Butenyl_12.1","Junk_13","3MT_13.6","MSOO_13.8","OH I3M_15.1","4MT _15.5","Flavonol_16.1","I3M_16.7","Flavonol_17.5","Flavonol_18.5","Junk_18.7","Indole_18.8","Population","mf","treatment","biomass","Elevation","Lat","Long","Seed.year"
"221",131,5,"132-P2-C5-250.D","NA","P2-C-05","D5",32,"induced",NA,38.98315,NA,NA,97.11104,NA,52.45895,NA,39.98735,NA,NA,NA,9.68906,16.04176,NA,63.89079,NA,56.08852,"SQ2",17,"CW",0.32,1934.45122,36.66557,-118.83543,2021
"222",133,5,"134-P2-E5-252.D","NA","P2-E-05","D5",33,"induced",NA,13.83114,NA,NA,212.14485,NA,435.80133,NA,NA,46.09146,NA,NA,20.87817,76.92356,NA,98.29665,NA,65.88895,"CALO",1,"CW",0.22,1117.6,39.19494,-120.77055,2022
"223",134,5,"135-P2-F5-253.D","NA","P2-F-05","D5",34,"induced",NA,111.28701,NA,NA,222.28719,NA,20.73967,NA,35.71129,NA,NA,NA,15.23293,NA,NA,110.98053,NA,38.55617,"LV1",19,"CW",0.15,2593.416641,40.47471,-121.50486,2018
"224",136,5,"137-P2-H5-255.D","NA","P2-H-05","D5",35,"induced",NA,NA,NA,NA,42.43285,NA,1568.92542,15.39668,NA,NA,NA,NA,10.08062,61.5944,17.67485,49.33968,NA,10.81085,"CP2",7,"CW",0.52,2244.132886,38.66169,-120.13065,2020
"225",138,5,"139-P2-B6-257.D","NA","P2-B-06","D5",36,"induced",NA,NA,NA,66.72554,NA,NA,572.05267,NA,NA,NA,NA,NA,23.39224,609.94281,NA,74.41832,29.58036,22.00725,"TM2",3,"C",0.28,379.1526973,39.59255,-121.55072,2020
"226",140,5,"141-P2-D6-259.D","NA","P2-D-06","D5",37,"induced",NA,21.19555,NA,12.05131,465.95059,NA,793.78912,NA,38.82234,22.03906,NA,39.90657,12.25414,75.07811,21.05948,102.30046,NA,9.03778,"LV1",13,"CW",0.15,2593.416641,40.47471,-121.50486,2018
"227",141,5,"142-P2-E6-260.D","NA","P2-E-06","D5",38,"induced",NA,25.53666,NA,NA,593.83698,NA,NA,NA,26.81561,NA,NA,NA,NA,NA,13.46239,22.10063,NA,9.40888,"SQ2",9,"CW",0.39,1934.45122,36.66557,-118.83543,2021
"228",143,5,"144-P2-G6-262.D","NA","P2-G-06","D5",39,"induced",NA,21.85658,NA,41.71041,63.99485,NA,336.27917,NA,23.85478,19.0929,NA,20.87787,25.76801,10.18877,23.55862,65.24863,NA,11.68213,"CP2",15,"C",0.37,2244.132886,38.66169,-120.13065,2020
"229",145,5,"146-P2-A7-264.D","NA","P2-A-07","D5",40,"induced",NA,NA,NA,27.12888,59.37583,NA,366.38852,NA,19.87164,NA,NA,25.97847,13.9346,116.6337,NA,51.09354,NA,11.16513,"LV2",10,"CW",0.3,2500.457178,40.46563,-121.51487,2018
"230",146,5,"147-P2-B7-265.D","NA","P2-B-07","D5",41,"induced",NA,NA,NA,27.81493,35.73802,NA,387.09464,NA,15.39573,NA,NA,25.14973,12.71755,268.4971,NA,55.23009,23.58414,27.0403,"TFC",3,"CW",0.44,1085,39.42772,-120.93623,2021
"231",148,5,"149-P2-D7-267.D","NA","P2-D-07","D5",43,"induced",NA,NA,NA,NA,808.49933,NA,NA,NA,14.1334,NA,NA,NA,14.6176,NA,NA,15.9169,NA,10.20192,"WL1",11,"C",0.16,1613.837245,38.78608,-120.2143,2020
"232",150,5,"151-P2-F7-269.D","NA","P2-F-07","D5",44,"induced",NA,49.17345,NA,NA,167.60677,NA,NA,NA,35.79068,NA,NA,NA,13.76793,NA,NA,75.03303,NA,74.47739,"YOSE8",5,"C",0.19,2590.97836,37.81117,-119.48624,2020
"233",152,5,"153-P2-H7-271.D","NA","P2-H-07","D5",45,"induced",NA,NA,NA,NA,24.77261,31.6494,965.92883,NA,NA,NA,NA,NA,15.72164,42.35916,NA,28.36898,NA,83.29463,"LV2",2,"C",0.25,2500.457178,40.46563,-121.51487,2018
"234",154,5,"155-P2-B8-273.D","NA","P2-B-08","D5",46,"induced",NA,NA,38.27229,16.52837,14.15634,22.84266,452.49365,NA,NA,NA,NA,12.09259,25.00598,NA,17.5354,93.88608,NA,9.70745,"SQ2",12,"CW",0.43,1934.45122,36.66557,-118.83543,2021
"235",156,5,"157-P2-D8-275.D","NA","P2-D-08","D5",47,"induced",NA,NA,NA,NA,61.40265,NA,423.57709,NA,NA,NA,NA,NA,20.98177,NA,19.16614,158.01237,NA,7.24828,"BH",17,"C",0.16,511.4294422,37.40985,-119.96458,2018
"236",158,5,"159-P2-F8-277.D","NA","P2-F-08","D5",48,"induced",NA,NA,NA,14.92052,49.35406,NA,514.35651,NA,22.56851,NA,NA,16.29963,19.30218,37.14428,14.35832,87.12953,NA,46.94698,"LC",10,"C",0.14,1362.3,39.31897,-120.65744,2022
"237",160,5,"161-P2-H8-279.D","NA","P2-H-08","D6",1,"induced",NA,NA,NA,75.1606,NA,NA,153.73087,NA,NA,NA,NA,39.61592,25.87471,19.85874,27.76761,108.17542,NA,45.13916,"DPR",4,"C",0.56,1018.591893,39.22846,-120.81518,2020
"238",162,5,"163-P2-B9-281.D","NA","P2-B-09","D6",2,"induced",NA,NA,NA,22.95923,49.98322,NA,919.56348,NA,NA,62.8006,NA,14.46367,26.98479,NA,81.51327,97.9767,NA,48.89291,"LV1",14,"C",0.31,2593.416641,40.47471,-121.50486,2018
"239",164,5,"165-P2-D9-283.D","NA","P2-D-09","D6",3,"induced",NA,NA,NA,NA,30.31216,NA,249.00137,NA,NA,NA,NA,15.80192,10.14652,18.76669,NA,91.97922,NA,122.10751,"CALO",18,"C",0.21,1117.6,39.19494,-120.77055,2022
"240",167,5,"168-P2-G9-286.D","NA","P2-G-09","D6",5,"induced",NA,43.64252,NA,NA,233.89444,NA,NA,NA,39.50008,NA,NA,NA,NA,NA,21.30409,85.27642,NA,56.79868,"CP2",14,"CW",0.41,2244.132886,38.66169,-120.13065,2020
"241",168,5,"169-P2-H9-287.D","NA","P2-H-09","D6",6,"induced",NA,67.24567,NA,NA,273.17181,NA,NA,NA,24.20741,NA,NA,NA,NA,NA,NA,60.65739,NA,66.0415,"CALO",18,"CW",0.33,1117.6,39.19494,-120.77055,2022
"242",169,5,"170-P2-A10-288.D","NA","P2-A-10","D6",7,"induced",NA,NA,NA,NA,662.06891,19.51532,NA,NA,NA,NA,NA,NA,27.97562,21.76685,NA,67.70444,NA,63.04531,"TM2",6,"CW",0.5,379.1526973,39.59255,-121.55072,2020
"243",171,5,"172-P2-C10-290.D","NA","P2-C-10","D6",8,"induced",NA,NA,NA,NA,99.14249,NA,1008.07733,NA,8.81228,17.34185,NA,23.61438,42.30326,NA,NA,171.38751,NA,8.94906,"LV2",8,"CW",0.04,2500.457178,40.46563,-121.51487,2018
"244",173,5,"174-P2-E10-292.D","NA","P2-E-10","D6",9,"induced",NA,NA,NA,NA,1097.15247,15.825,NA,NA,NA,NA,NA,NA,13.8195,27.33688,NA,58.96185,NA,13.035,"SC",7,"C",0.06,421.5178299,38.41167,-120.73583,2021
"245",174,5,"175-P2-F10-293.D","NA","P2-F-10","D6",4,"induced",NA,NA,NA,NA,784.66394,14.01665,NA,NA,NA,NA,NA,NA,NA,40.73564,NA,52.78137,NA,47.2972,"LV2",10,"C",0.16,2500.457178,40.46563,-121.51487,2018
"246",175,5,"176-P2-G10-294.D","NA","P2-G-10","D6",10,"induced",NA,NA,109.89437,NA,23.58444,NA,522.19464,NA,NA,NA,NA,NA,19.21941,39.42099,19.99461,80.87325,NA,75.8355,"LV1",10,"CW",0.06,2593.416641,40.47471,-121.50486,2018
"247",177,5,"178-P2-A11-296.D","NA","P2-A-11","D6",11,"induced",NA,NA,NA,NA,296.65546,NA,41.67213,NA,17.28284,39.88994,NA,NA,NA,43.73999,NA,74.14562,NA,100.74377,"YO10",5,"C",0.34,NA,NA,NA,NA
"248",179,5,"180-P2-C11-298.D","NA","P2-C-11","D6",12,"induced",NA,NA,NA,54.79696,34.41756,NA,533.92438,NA,NA,55.0992,NA,9.4424,15.20023,52.48858,NA,70.35163,NA,120.94405,"LC",3,"C",0.28,1362.3,39.31897,-120.65744,2022
"249",181,5,"182-P2-E11-300.D","NA","P2-E-11","D6",13,"induced",NA,NA,NA,16.15219,NA,NA,222.50514,NA,NA,NA,NA,26.86708,9.65696,191.46414,NA,73.65251,28.01398,33.36773,"LV2",4,"C",0.07,2500.457178,40.46563,-121.51487,2018
"250",182,5,"183-P2-F11-301.D","NA","P2-F-11","D6",14,"induced",NA,17.48316,NA,NA,1289.0813,15.39783,36.53189,NA,NA,NA,NA,NA,13.34556,108.05408,13.75869,113.23907,22.96449,36.31155,"CP2",13,"CW",0.12,2244.132886,38.66169,-120.13065,2020
"251",184,5,"185-P2-H11-303.D","NA","P2-H-11","D6",15,"induced",NA,NA,50.9123,NA,NA,14.44473,378.0506,NA,NA,NA,NA,NA,20.1889,NA,25.74005,61.7542,NA,13.63705,"CP2",7,"C",0.09,2244.132886,38.66169,-120.13065,2020
"252",186,5,"187-P2-B12-305.D","NA","P2-B-12","D6",16,"induced",NA,73.1967,NA,84.84103,59.67419,NA,92.73213,NA,NA,NA,NA,NA,12.27633,180.85385,NA,53.22643,14.26021,28.3109,"SQ2",14,"C",0.07,1934.45122,36.66557,-118.83543,2021
"253",188,5,"189-P2-D12-307.D","NA","P2-D-12","D6",17,"induced",NA,20.37601,NA,24.69839,207.93367,NA,680.93994,NA,30.69762,NA,NA,23.83221,9.31282,94.46045,10.03295,101.00033,NA,12.00209,"LV2",9,"CW",0.17,2500.457178,40.46563,-121.51487,2018
"254",190,5,"191-P2-F12-309.D","NA","P2-F-12","D6",18,"induced",NA,NA,NA,NA,20.17159,NA,999.35858,NA,NA,16.65192,NA,43.20602,16.66133,55.54607,NA,26.06858,NA,37.40582,"DPR",4,"CW",0.21,1018.591893,39.22846,-120.81518,2020
"255",192,5,"193-P2-H12-311.D","NA","P2-H-12","D6",19,"induced",NA,NA,NA,79.12533,NA,NA,423.05466,NA,NA,57.62777,NA,NA,NA,NA,NA,20.88729,NA,80.40266,"TM2",9,"C",0.15,379.1526973,39.59255,-121.55072,2020
"256",2,6,"003-P1-B1-121.D","NA","P1-B-01","D6",20,"induced",NA,54.16393,NA,NA,376.37576,NA,16.81881,NA,73.47164,NA,NA,122.15978,22.71209,13.61416,8.24628,28.0709,NA,NA,"SC",18,"C",0.07,421.5178299,38.41167,-120.73583,2021
