Run Index,Plate,Directory,SampleName,Plate Position,Rack,Location,leaf_type,3MSO_5.2,OH-Alkenyl_6,4MSO_7.1,Allyl_7.4,5MSO_10.2,Butenyl_12.1,Junk_13,3MT_13.6,MSOO_13.8,OH I3M_15.1,4MT _15.5,Flavonol_16.1,I3M_16.7,Flavonol_17.5,Flavonol_18.5,Junk_18.7,Indole_18.8
1,1,003-P1-A1-055.D,NA,P1-A-01,D1,1,clamped,,,,,,203.50119,,,,50.07315,,45.84934,21.0886,75.53864,34.41505,,
2,1,004-P1-B1-056.D,NA,P1-B-01,D1,1,induced,,,36.58859,,,152.43221,,,,,,34.75586,25.46206,6.93054,9.44801,,
3,1,005-P1-C1-057.D,NA,P1-C-01,D1,2,clamped,,,20.58754,12.95185,38.63811,806.30969,,,,,,37.25142,35.86845,31.21758,8.0119,,
4,1,006-P1-D1-058.D,NA,P1-D-01,D1,2,induced,,,36.96466,18.29848,28.06921,973.66455,,,14.32415,,,22.21723,73.05537,7.8762,8.65733,,
5,1,007-P1-E1-059.D,NA,P1-E-01,D1,3,clamped,69.38705,,,376.60483,,28.19252,,76.81522,9.86423,,,12.55426,9.75318,130.88878,43.707,,
6,1,008-P1-F1-060.D,NA,P1-F-01,D1,3,induced,112.63695,,,495.65314,,15.05947,,62.75551,,,,17.07449,11.7095,,25.30813,,
7,1,009-P1-G1-061.D,NA,P1-G-01,D1,4,clamped,,,20.93332,,22.34325,781.1261,,,,,7.44831,25.48768,42.96999,77.15244,32.56999,,
8,1,010-P1-H1-062.D,NA,P1-H-01,D1,4,induced,,,42.52415,,23.82374,848.00671,,,,,8.73679,35.5279,37.21616,14.42536,11.97278,,
9,1,011-P1-A2-063.D,NA,P1-A-02,D1,5,clamped,26.03931,,,1508.20789,55.53074,13.34966,,,14.79308,,,58.24318,108.1729,22.98917,35.24403,,
10,1,012-P1-B2-064.D,NA,P1-B-02,D1,5,induced,57.38611,,,1207.5293,45.01324,16.90826,,,53.88432,5.87268,,21.65887,210.47545,,15.55503,,
11,1,013-P1-C2-065.D,NA,P1-C-02,D1,6,clamped,19.57664,,,505.94543,14.6327,259.55963,,18.86306,48.82694,32.71551,,13.34248,96.3913,44.46452,30.05041,,
12,1,014-P1-D2-066.D,NA,P1-D-02,D1,6,induced,36.59916,,14.42173,363.70395,,258.29602,,28.64133,52.74619,,,11.586,82.28701,,26.99667,,
13,1,015-P1-E2-067.D,NA,P1-E-02,D1,7,clamped,,,21.5826,,27.16675,589.78064,,,8.14629,,,5.89066,,19.12324,11.03537,,
14,1,016-P1-F2-068.D,NA,P1-F-02,D1,7,induced,,,46.04654,,25.61493,332.21231,,,10.25078,,,,30.26018,,25.19355,,52.30389
15,1,017-P1-G2-069.D,NA,P1-G-02,D1,8,clamped,,77.07716,,1525.66968,25.7048,678.45557,,8.24006,16.36982,20.55283,8.64182,36.13001,155.52711,49.42197,83.59119,,
16,1,018-P1-H2-070.D,NA,P1-H-02,D1,8,induced,21.13113,56.23473,,1680.75964,30.32014,272.91623,,7.87772,32.61434,45.00288,10.03631,24.18079,236.89232,12.06604,27.42198,,11.15895
17,1,019-P1-A3-071.D,NA,P1-A-03,D1,9,clamped,,,21.14959,13.56355,17.87891,690.422,,,,,,43.44196,46.77477,39.71413,29.81547,,
18,1,020-P1-B3-072.D,NA,P1-B-03,D1,9,induced,,,74.39651,,16.00237,658.50305,,,25.17309,,16.78879,44.8307,55.56231,34.66566,18.14363,,
19,1,021-P1-C3-073.D,NA,P1-C-03,D1,10,clamped,,,,10.30111,17.01965,800.07941,,,,,,39.14328,65.49025,26.4101,31.4737,,11.2699
20,1,022-P1-D3-074.D,NA,P1-D-03,D1,10,induced,,,29.0639,,18.63766,679.54559,,,,,,41.01753,33.97436,,9.30078,,
21,1,023-P1-E3-075.D,NA,P1-E-03,D1,11,clamped,,,,12.86483,,1721.90271,9.92559,,58.46438,,,43.81893,13.0311,26.14831,16.94292,,
22,1,024-P1-F3-076.D,NA,P1-F-03,D1,11,induced,,,183.31104,12.27459,15.18577,1437.84912,,,143.41393,,16.03297,29.05006,24.00856,7.76045,20.33657,,
23,1,025-P1-G3-077.D,NA,P1-G-03,D1,12,clamped,,,13.6683,19.05933,,1437.83777,9.70093,,41.8499,,,23.76912,20.66174,19.59066,23.21405,,11.22209
24,1,026-P1-H3-078.D,NA,P1-H-03,D1,12,induced,,,19.23649,12.04793,,1182.14868,,,58.84094,,18.86548,42.86823,,,42.68518,,63.03893
25,1,027-P1-A4-079.D,NA,P1-A-04,D1,13,clamped,54.78325,,49.81535,66.16409,,183.85266,,58.61765,17.8097,,19.55864,36.63771,32.59304,15.89126,45.99467,,6.94784
26,1,028-P1-B4-080.D,NA,P1-B-04,D1,13,induced,27.78997,,45.51201,88.07706,,305.2868,,54.20429,12.40868,,15.87269,24.52774,182.27005,,13.3507,,
27,1,029-P1-C4-081.D,NA,P1-C-04,D1,14,clamped,34.73682,,29.38904,58.65618,,141.07674,,45.99545,8.98273,,14.93155,13.5807,,43.32381,12.96958,,
28,1,030-P1-D4-082.D,NA,P1-D-04,D1,14,induced,20.15581,,33.56804,42.2215,,191.57762,,42.85421,6.24709,,28.3553,22.23578,29.39487,,12.53824,,
29,1,031-P1-E4-083.D,NA,P1-E-04,D1,15,clamped,,66.45565,,,33.7225,1278.49084,,,8.395,,,33.02288,17.65952,18.59956,20.50723,,12.27488
30,1,032-P1-F4-084.D,NA,P1-F-04,D1,15,induced,,146.93394,,,39.54115,1180.94446,,,7.24676,,,13.8113,48.14072,,14.56241,,
31,1,033-P1-G4-085.D,NA,P1-G-04,D1,16,induced,74.59087,,14.12745,400.09747,9.84631,235.57434,,27.72388,61.83368,171.13037,,20.23449,133.13666,30.59635,86.28404,,5.29035
32,1,034-P1-H4-086.D,NA,P1-H-04,D1,17,clamped,,,16.82949,12.53777,,702.2486,,,44.28453,,14.84781,42.95082,,8.75244,32.03952,,19.96217
33,1,035-P1-A5-087.D,NA,P1-A-05,D1,17,induced,,,,13.22279,,605.31891,,,36.53088,,,21.08639,,29.32444,53.28517,,5.29461
34,1,036-P1-B5-088.D,NA,P1-B-05,D1,18,clamped,,51.93853,18.07314,,20.35179,923.23834,8.39839,,,,,10.19715,18.96191,39.61518,43.70094,,5.29891
35,1,037-P1-C5-089.D,NA,P1-C-05,D1,18,induced,,68.92462,24.36056,,10.78749,571.64423,,,,,,6.7296,33.06401,,15.68493,,
36,1,038-P1-D5-090.D,NA,P1-D-05,D1,19,clamped,209.39073,,,2476.79834,92.07528,27.35519,,16.65256,18.52581,,,16.60614,88.5005,34.10368,23.069,,
37,1,039-P1-E5-091.D,NA,P1-E-05,D1,19,induced,13.74598,,,1635.01245,80.51949,18.9896,,7.17208,18.96675,14.12206,11.20803,13.6157,212.12047,,21.82156,,
38,1,040-P1-F5-092.D,NA,P1-F-05,D1,20,clamped,,,121.15009,29.20143,11.97546,1289.09534,6.74286,,66.58936,,13.11207,12.50305,25.46883,68.11193,23.65754,,
39,1,041-P1-G5-093.D,NA,P1-G-05,D1,20,induced,,,172.29904,35.46329,45.27237,2562.82007,10.12512,,209.30177,,28.42655,22.04085,32.16915,11.22656,39.28907,,27.69233
40,1,042-P1-H5-094.D,NA,P1-H-05,D1,21,clamped,153.77557,,,1295.38782,21.81778,65.05051,,,8.93764,7.14113,,49.81718,54.95082,9.54118,62.66366,,5.43262
41,1,043-P1-A6-095.D,NA,P1-A-06,D1,21,induced,52.77233,,,1324.87476,50.33435,17.24932,,,23.63915,,,42.8695,36.6169,30.37157,49.5448,,12.66411
42,1,044-P1-B6-096.D,NA,P1-B-06,D1,22,clamped,,,,114.39018,,317.17587,,34.86945,,8.34195,10.07695,36.56712,11.96594,24.56398,64.26792,,
43,1,045-P1-C6-097.D,NA,P1-C-06,D1,22,induced,29.4548,,46.23318,175.48875,,429.05521,,29.17409,20.05771,,12.41866,30.00908,95.02926,,24.89922,5.7242,5.6555
44,1,046-P1-D6-098.D,NA,P1-D-06,D1,23,clamped,,,75.43692,28.38684,93.50048,822.4718,,,21.6466,,14.51434,29.03061,174.71893,31.24707,16.78509,,
45,1,047-P1-E6-099.D,NA,P1-E-06,D1,23,induced,,,153.85724,,56.13031,897.72888,,,22.45121,,27.01082,23.93227,123.88816,6.41065,12.60687,,
46,1,048-P1-F6-100.D,NA,P1-F-06,D1,24,clamped,,,61.54995,,12.81176,434.87109,,,,,,13.44929,27.68269,41.45999,21.89506,,86.45853
47,1,049-P1-G6-101.D,NA,P1-G-06,D1,24,induced,,,124.75429,,24.53423,520.96783,,,29.17042,,8.25692,11.06586,36.98803,7.49234,23.65588,,57.55869
48,1,050-P1-H6-102.D,NA,P1-H-06,D1,25,induced,,,49.23573,11.98092,15.74996,554.77362,,,24.73297,,18.31303,9.07001,160.1122,,13.8859,,5.22
49,1,051-P1-A7-103.D,NA,P1-A-07,D1,26,clamped,,,,156.37198,,388.38843,,,,145.64134,,14.02675,33.89392,16.45088,64.18843,,
50,1,052-P1-B7-104.D,NA,P1-B-07,D1,26,induced,,,,184.92499,,467.20676,,12.94427,,45.22648,8.26966,18.11184,19.06431,,30.92433,,6.78868
51,1,053-P1-C7-105.D,NA,P1-C-07,D1,27,clamped,,,,884.37115,20.92075,16.58928,,7.01017,,,,24.48782,23.42447,11.50576,49.96249,,7.91304
52,1,054-P1-D7-106.D,NA,P1-D-07,D1,27,induced,28.55625,,,919.09351,30.56679,9.43718,,21.86027,37.95572,,8.46638,16.17222,71.37461,,27.88775,,
53,1,055-P1-E7-107.D,NA,P1-E-07,D1,28,clamped,,,80.50146,39.70633,12.9574,811.83307,,,70.57228,,12.40683,16.65842,34.27162,6.65634,21.27598,,
54,1,056-P1-F7-108.D,NA,P1-F-07,D1,28,induced,,,198.04428,38.0809,44.98935,1562.80798,8.69126,10.96738,254.03065,,96.28424,25.33951,142.88864,11.83472,19.8246,,6.28223
55,1,057-P1-G7-109.D,NA,P1-G-07,D1,29,clamped,76.70135,,187.46169,57.17099,,579.95691,,24.06227,35.98145,22.52443,27.85913,5.933,66.30289,67.25583,21.47221,8.39471,7.66485
56,1,058-P1-H7-110.D,NA,P1-H-07,D1,29,induced,9.91459,,92.22476,14.21159,,195.07928,,12.42685,9.40664,5.43054,22.10736,12.70533,63.38177,,14.4873,,6.40564
57,1,059-P1-A8-111.D,NA,P1-A-08,D1,30,clamped,40.01617,,,252.86665,,235.70576,,,35.92567,12.39152,,15.58576,26.67562,22.91872,44.38753,,
58,1,060-P1-B8-112.D,NA,P1-B-08,D1,30,induced,39.88552,,22.99538,264.40945,,147.19353,,13.5635,34.98003,,,7.341,230.81564,,33.27124,,5.51588
59,1,061-P1-C8-113.D,NA,P1-C-08,D1,31,induced,,,10.39115,25.42413,14.68608,1420.86621,7.50873,,66.89625,19.11372,9.13355,27.06037,36.84608,,34.31467,,17.38336
60,1,062-P1-D8-114.D,NA,P1-D-08,D1,32,clamped,39.05735,,21.59204,142.83362,,335.40601,,65.41595,,,13.66337,26.81627,12.87041,51.29619,85.18095,,16.3271
61,1,063-P1-E8-115.D,NA,P1-E-08,D1,32,induced,61.47251,,72.23001,158.40591,,378.20834,,99.78745,10.12743,,39.44743,11.28349,61.01111,,26.86492,,5.42003
62,1,064-P1-F8-116.D,NA,P1-F-08,D1,33,clamped,51.03455,,,1760.02002,38.57574,24.7089,,13.62624,13.2997,8.63066,12.39628,18.00213,62.52557,17.23442,32.2086,,6.08829
63,1,065-P1-G8-117.D,NA,P1-G-08,D1,33,induced,46.85078,,,1064.22058,50.77152,15.43417,,8.51176,8.29863,,7.05881,8.041,82.59296,,16.27663,,6.05731
64,1,066-P1-H8-118.D,NA,P1-H-08,D1,34,induced,23.38552,,31.35877,62.1262,,155.04837,,14.85751,,,6.45784,15.73882,158.88307,,17.2972,,6.43004
65,1,067-P1-A9-119.D,NA,P1-A-09,D1,35,clamped,10.3796,,,1848.3855,45.4258,12.49008,,,27.33879,,,22.20287,36.58628,10.91502,52.74166,,13.82875
66,1,068-P1-B9-120.D,NA,P1-B-09,D1,35,induced,,,,496.17709,20.70114,,,,6.80186,,,,49.73274,,23.45775,,43.21574
67,1,069-P1-C9-121.D,NA,P1-C-09,D1,36,clamped,11.8742,,,208.12531,,554.21716,,39.36661,28.6361,,,14.24659,32.6107,8.06179,38.20365,,
68,1,070-P1-D9-122.D,NA,P1-D-09,D1,36,induced,24.80297,,26.2974,274.66934,,383.35526,,33.93338,22.79669,,9.81245,13.10711,125.99339,,25.82839,21.16726,6.65563
69,1,071-P1-E9-123.D,NA,P1-E-09,D1,37,clamped,,,89.5098,22.15136,28.43463,1200.55811,9.37449,,170.16077,,8.56556,20.6377,25.39539,49.28169,21.52412,,
70,1,072-P1-F9-124.D,NA,P1-F-09,D1,37,induced,,,89.97781,25.20755,20.9144,1295.37439,8.15353,,128.17426,,11.76367,9.20591,31.49908,7.56721,19.88856,,6.39655
71,1,073-P1-G9-125.D,NA,P1-G-09,D1,38,clamped,9.92565,,,102.34099,,285.73236,,38.48152,,,8.04177,,9.06267,23.73199,32.19838,,5.62875
72,1,074-P1-H9-126.D,NA,P1-H-09,D1,38,induced,34.21106,,36.66428,111.02053,,228.96861,,26.00937,,,14.58607,6.17876,8.48005,,21.98944,,7.77715
73,1,075-P1-A10-127.D,NA,P1-A-10,D1,39,clamped,,,,109.27605,,765.16132,,,6.50415,,,13.1992,7.52992,5.56873,64.91408,,16.55404
74,1,076-P1-B10-128.D,NA,P1-B-10,D1,39,induced,,,,68.07956,,354.73969,,12.11014,,,7.33754,14.80138,,,48.42652,,20.99249
75,1,077-P1-C10-129.D,NA,P1-C-10,D1,40,induced,15.28263,,,1081.54187,72.53551,14.44836,,17.25307,13.2694,,10.15644,15.44018,125.31872,,26.86713,,6.70299
76,1,078-P1-D10-130.D,NA,P1-D-10,D1,41,clamped,,,,27.472,,459.14551,,,,,,16.45126,12.05898,27.43937,30.89232,,5.01726
77,1,079-P1-E10-131.D,NA,P1-E-10,D1,41,induced,,,,12.11329,,401.80206,,,6.55912,,10.7907,14.64653,,,12.73926,,5.05331
78,1,080-P1-F10-132.D,NA,P1-F-10,D1,42,clamped,,,,20.81911,12.64868,787.45557,,,,,,42.00497,94.26346,16.19129,59.16685,,8.92068
79,1,081-P1-G10-133.D,NA,P1-G-10,D1,42,induced,,,82.67404,14.52855,52.10976,1390.60022,9.17773,,10.26663,,7.0485,28.83949,205.15193,18.16978,30.87436,,6.63301
80,1,082-P1-H10-134.D,NA,P1-H-10,D1,43,induced,20.3854,,20.47568,70.10498,,267.14212,,39.88237,,,12.16709,24.19335,125.94499,,15.68832,,6.52217
81,1,083-P1-A11-135.D,NA,P1-A-11,D1,44,clamped,18.49604,,,320.61652,,23.86761,,24.59755,9.26808,,,20.56007,13.48586,,40.801,,8.77018
82,1,084-P1-B11-136.D,NA,P1-B-11,D1,44,induced,14.81113,,,359.88889,,29.24652,,31.3145,8.4459,,,13.86213,11.20167,,28.27715,,9.8219
83,1,085-P1-C11-137.D,NA,P1-C-11,D1,45,clamped,,,,12.62579,,503.03479,,,,7.24945,,19.09681,70.30336,18.32496,63.01526,,12.37533
84,1,086-P1-D11-138.D,NA,P1-D-11,D1,45,induced,,,56.76164,10.04725,,217.28288,,,,,8.19362,10.53104,159.98459,,21.93978,,6.04298
85,1,087-P1-E11-139.D,NA,P1-E-11,D1,46,clamped,,,39.18525,31.90507,,712.72864,,,45.00888,,11.12175,35.87944,,7.23629,28.33611,,6.90609
86,1,088-P1-F11-140.D,NA,P1-F-11,D1,46,induced,,,72.58587,37.42112,14.85392,1058.71924,,,70.34247,,16.90769,24.05205,17.41056,11.01799,12.61582,,7.71308
87,1,089-P1-G11-141.D,NA,P1-G-11,D1,47,clamped,14.91528,,,1072.14893,18.15042,17.96474,,,,52.39305,8.5738,19.51316,137.94881,36.64019,53.25074,,10.29615
88,1,090-P1-H11-142.D,NA,P1-H-11,D1,47,induced,52.59094,,,1145.7749,21.08889,17.56382,,,17.44213,17.46635,9.16538,5.45549,513.66235,16.60606,26.84755,,7.56526
89,1,091-P1-A12-143.D,NA,P1-A-12,D1,48,clamped,12.15172,,,784.60132,,21.75217,,8.37669,11.40377,,,13.64231,22.78757,,8.19683,,6.61368
90,1,092-P1-B12-144.D,NA,P1-B-12,D1,48,induced,,,,518.49469,,,,17.83162,9.95044,,,8.2778,44.48451,,15.93163,,47.55331
91,1,093-P1-C12-145.D,NA,P1-C-12,D2,1,induced,,,,885.31683,25.44355,10.32493,,,8.46953,,,11.86886,17.68009,,17.72002,,56.28209
92,1,094-P1-D12-146.D,NA,P1-D-12,D2,2,clamped,16.24928,,,1165.1106,29.64105,12.09809,,10.31989,,,7.39464,20.96841,11.47952,16.19244,25.13292,,6.7955
93,1,095-P1-E12-147.D,NA,P1-E-12,D2,2,induced,13.85908,,,903.84991,29.34322,46.03882,,,8.92711,,7.9175,25.37411,22.95227,,13.07419,,7.48323
94,1,096-P1-F12-148.D,NA,P1-F-12,D2,3,clamped,,,18.54916,10.01343,22.54839,504.70944,,,,,,37.34877,78.49369,33.13454,43.85978,5.97252,10.16507
95,1,097-P1-G12-149.D,NA,P1-G-12,D2,3,induced,,,78.57601,16.25497,13.38577,546.76685,,,10.70237,,,20.96443,93.44359,,19.96854,,38.52455
96,1,098-P1-H12-150.D,NA,P1-H-12,D2,4,clamped,26.46961,,,317.61624,,9.64184,,23.42415,,,,,,,19.24307,,76.7002
97,2,099-P2-A1-151.D,NA,P2-A-01,D2,4,induced,18.17465,,,452.31512,,,,25.93255,,,,6.0813,7.90948,,18.52443,,47.92609
98,2,100-P2-B1-152.D,NA,P2-B-01,D2,5,induced,24.56913,,,1030.09973,24.66764,10.05993,,25.39242,,,,9.49866,271.70328,,24.44686,29.93268,13.68915
99,2,101-P2-C1-153.D,NA,P2-C-01,D2,6,clamped,17.47189,,,248.09332,,,,35.77628,,,13.40847,,,,16.88516,,8.93067
100,2,102-P2-D1-154.D,NA,P2-D-01,D2,6,induced,40.80079,,,397.71652,,,,60.0071,,,,6.50901,23.33759,,7.27924,,6.78559
101,2,103-P2-E1-155.D,NA,P2-E-01,D2,7,clamped,,,,,11.75023,293.48755,,,,,,25.87214,29.62418,15.86311,23.43207,,6.69627
102,2,104-P2-F1-156.D,NA,P2-F-01,D2,7,induced,,,77.07464,11.80876,19.86656,341.54474,,,,,,37.38148,46.86375,,8.63172,,8.10945
103,2,105-P2-G1-157.D,NA,P2-G-01,D2,8,clamped,20.18805,,,807.22418,26.27983,12.18948,,15.32068,,,,28.90058,19.39613,28.03011,67.86208,,11.86842
104,2,106-P2-H1-158.D,NA,P2-H-01,D2,8,induced,41.23554,,,845.30609,16.7428,9.75285,,9.72176,,,,35.27674,30.5481,15.23528,67.70325,,10.36231
105,2,107-P2-A2-159.D,NA,P2-A-02,D2,9,induced,,,33.01287,14.73846,,630.37439,,,24.46518,11.68671,,15.69422,59.95097,,25.70316,,26.01217
106,2,108-P2-B2-160.D,NA,P2-B-02,D2,10,clamped,,,,,23.59009,293.75342,,,,,,31.88751,14.02884,26.59179,33.20979,,18.16075
107,2,109-P2-C2-161.D,NA,P2-C-02,D2,10,induced,,,,,21.39416,485.91031,,,,,,16.68384,16.9529,7.32297,22.11771,,49.43908
108,2,110-P2-D2-162.D,NA,P2-D-02,D2,11,induced,,,,49.07681,,264.56488,,23.33726,,,17.32318,10.75916,,,14.80557,,34.80387
109,2,111-P2-E2-163.D,NA,P2-E-02,D2,12,clamped,,,,32.13558,,963.08148,8.31785,,46.73117,,,21.40888,83.17229,18.10894,23.99721,22.58687,9.36645
110,2,112-P2-F2-164.D,NA,P2-F-02,D2,12,induced,,,,11.66286,,429.10623,,,40.17714,,,18.84289,28.72836,,20.12185,,46.83303
111,2,113-P2-G2-165.D,NA,P2-G-02,D2,13,clamped,,,31.98357,13.58337,,673.26099,,,44.49043,,,11.48227,,36.26876,45.94933,12.34672,11.43583
112,2,114-P2-H2-166.D,NA,P2-H-02,D2,13,induced,,,87.97322,14.28337,26.54496,1524.78894,9.71083,,120.92133,35.55731,13.51169,11.52476,436.35419,65.77213,100.99244,,8.24176
113,2,115-P2-A3-167.D,NA,P2-A-03,D2,14,clamped,,,9.49462,12.52546,,827.27167,,,,22.89867,7.48606,9.68628,39.20737,11.4154,28.73971,,8.31265
114,2,116-P2-B3-168.D,NA,P2-B-03,D2,14,induced,,,,17.74281,,985.07318,,,,9.83162,6.63309,,62.65413,,10.11559,,7.74185
115,2,117-P2-C3-169.D,NA,P2-C-03,D2,15,clamped,,41.69921,,,15.08617,381.70956,,,,,,12.85667,29.01554,37.44878,28.39553,9.47524,10.62603
116,2,118-P2-D3-170.D,NA,P2-D-03,D2,15,induced,,129.10197,,,14.13412,630.24976,,,,,,10.64434,69.08279,,9.18423,,6.63065
117,2,119-P2-E3-171.D,NA,P2-E-03,D2,16,clamped,,,,,,601.50305,,,37.19025,,8.77103,16.54935,,9.46674,9.11902,,7.18029
118,2,120-P2-F3-172.D,NA,P2-F-03,D2,16,induced,,,66.41347,,11.26652,828.46246,,,83.92535,,16.28141,18.03131,28.83213,,9.97219,,8.29109
119,2,121-P2-G3-173.D,NA,P2-G-03,D2,17,clamped,41.10737,,27.61412,70.97635,,215.40727,,11.11189,15.06838,26.46103,,12.87804,32.35016,,13.39186,,8.0461
120,2,122-P2-H3-174.D,NA,P2-H-03,D2,17,induced,35.44159,,43.94953,166.12114,,402.68689,,27.74233,15.99103,,11.88593,10.28519,636.27832,,35.84346,,7.44665
121,2,123-P2-A4-175.D,NA,P2-A-04,D2,18,clamped,28.49426,,,696.94165,28.73631,20.27416,,7.95737,,16.91932,,28.07236,52.19707,11.36778,38.11546,,9.00852
122,2,124-P2-B4-176.D,NA,P2-B-04,D2,18,induced,29.39281,,,601.66418,11.40157,,,,,14.43037,8.15172,16.78591,245.83968,27.30966,26.77597,,8.21304
123,2,125-P2-C4-177.D,NA,P2-C-04,D2,19,clamped,,,16.62769,15.52428,10.39543,547.21082,,,,,,27.13175,20.80994,,17.39198,,8.06639
124,2,126-P2-D4-178.D,NA,P2-D-04,D2,19,induced,,47.43738,,12.07771,,1079.81763,7.76415,,,,,11.09161,42.06924,,24.07632,,54.38713
125,2,127-P2-E4-179.D,NA,P2-E-04,D2,20,clamped,,38.79604,,17.60359,23.63828,654.26605,,,,,9.44925,21.09566,133.77609,,27.45517,,6.16862
126,2,128-P2-F4-180.D,NA,P2-F-04,D2,20,induced,,27.42556,,,,531.78265,,,,,,,198.58801,7.58743,23.82895,6.22499,8.38201
127,2,129-P2-G4-181.D,NA,P2-G-04,D2,21,clamped,,,,,18.13199,226.7641,,,,,,12.44607,61.8803,10.90813,25.69419,37.01378,17.03538
128,2,130-P2-H4-182.D,NA,P2-H-04,D2,21,induced,,,21.73442,,14.45303,351.58292,,,,,,22.19303,53.99671,,13.15908,,7.88274
129,2,131-P2-A5-183.D,NA,P2-A-05,D2,23,clamped,,,63.7854,21.86632,,1135.69849,10.32485,,81.66599,,,31.44662,26.89285,20.47482,34.67854,,7.98283
130,2,132-P2-B5-184.D,NA,P2-B-05,D2,23,induced,,,26.55971,14.46469,,732.34485,,,46.92445,37.4972,,25.24624,44.38782,12.95773,25.65564,,8.67443
131,2,133-P2-C5-185.D,NA,P2-C-05,D2,22,clamped,,51.14861,,,16.74442,826.85614,8.81786,,,,,23.22905,17.18864,20.11776,33.70796,7.9757,11.00235
132,2,134-P2-D5-186.D,NA,P2-D-05,D2,22,induced,,77.91547,37.96326,,,430.99686,,,,,,9.88404,34.14459,,17.81812,,5.97904
133,2,135-P2-E5-187.D,NA,P2-E-05,D2,24,clamped,21.7907,,13.33089,11.02152,,77.26994,,74.93081,,,20.23451,15.56873,,10.32934,25.32852,,6.54948
134,2,136-P2-F5-188.D,NA,P2-F-05,D2,24,induced,,,18.39369,37.85765,,180.28786,,26.48844,,,8.57885,21.22155,77.9503,,20.02317,,44.38
135,2,137-P2-G5-189.D,NA,P2-G-05,D2,25,clamped,22.69859,,,647.19257,,11.12061,,70.8514,,,,,8.37687,23.54341,22.3133,7.90388,11.31396
136,2,138-P2-H5-190.D,NA,P2-H-05,D2,25,induced,36.28445,,,1069.52795,,15.84291,,39.8838,,,14.63203,8.26569,36.22773,,19.58584,19.57896,12.40931
137,2,139-P2-A6-191.D,NA,P2-A-06,D2,26,clamped,94.51084,,,318.6059,,11.0056,,35.45642,,,,5.93071,,,17.88578,,8.66354
138,2,140-P2-B6-192.D,NA,P2-B-06,D2,26,induced,84.9453,,,285.96344,,,,30.68962,13.16891,,,,28.18068,,14.31707,,8.54697
139,2,141-P2-C6-193.D,NA,P2-C-06,D2,27,clamped,,,,,25.23489,495.47388,,,,,,31.30924,38.38005,55.44446,63.91195,,8.40521
140,2,142-P2-D6-194.D,NA,P2-D-06,D2,27,induced,,,50.63502,,26.78605,783.45776,8.28171,,,,10.38745,87.59834,66.64619,30.67146,77.24911,,7.03281
141,2,143-P2-E6-195.D,NA,P2-E-06,D2,28,clamped,,,,321.52567,,410.34955,,,34.97505,54.60478,,9.29112,96.91109,,36.22808,,6.9216
142,2,144-P2-F6-196.D,NA,P2-F-06,D2,28,induced,18.38875,,15.77062,261.09058,,288.85782,,8.11261,33.87576,9.22105,,8.72641,365.948,,29.05773,8.38243,11.56263
143,2,145-P2-G6-197.D,NA,P2-G-06,D2,29,clamped,,,57.74995,27.14871,,1369.01074,10.60963,,80.18929,18.89326,22.83363,30.28708,48.96478,19.93523,23.85613,,9.49627
144,2,146-P2-H6-198.D,NA,P2-H-06,D2,29,induced,,,146.28227,,12.1191,844.88776,,,104.96101,26.36003,14.37253,43.96533,55.32686,17.10872,44.45357,6.51974,11.35358
145,2,147-P2-A7-199.D,NA,P2-A-07,D2,30,clamped,22.32685,,,977.21667,17.56268,16.14033,,,15.11957,13.65762,,18.26191,50.84267,5.22177,32.46029,,9.58993
146,2,148-P2-B7-200.D,NA,P2-B-07,D2,30,induced,16.77498,,,902.92175,,,,,15.26537,,,19.45854,156.81363,,24.52959,,9.67337
147,2,149-P2-C7-201.D,NA,P2-C-07,D2,31,clamped,,,,28.90129,,1545.96655,11.7857,,55.68704,,,22.92768,10.8305,24.71084,22.01306,,9.68826
148,2,150-P2-D7-202.D,NA,P2-D-07,D2,31,induced,,,15.51735,20.10172,,965.86273,,,51.37709,,12.71319,30.42442,10.2972,,17.68689,,38.84786
149,2,151-P2-E7-203.D,NA,P2-E-07,D2,32,clamped,,,,24.56217,,1224.28906,10.83965,,,,,18.58969,49.17783,8.38553,13.981,,8.39387
150,2,152-P2-F7-204.D,NA,P2-F-07,D2,32,induced,,,,16.40797,,1225.77209,10.50758,,,,11.94934,11.22456,163.07335,,9.35515,,8.65835
151,2,153-P2-G7-205.D,NA,P2-G-07,D2,33,clamped,29.02241,,,1182.2074,16.15953,21.84677,,11.07496,14.10538,20.37163,,19.74647,140.35979,16.06686,28.41811,,9.47577
152,2,154-P2-H7-206.D,NA,P2-H-07,D2,33,induced,,,,948.64471,,12.46357,,,17.40844,7.94471,6.8428,15.54604,522.53937,,32.54964,,9.00206
153,2,155-P2-A8-207.D,NA,P2-A-08,D2,34,clamped,,,13.54975,37.71254,12.82158,1343.03186,10.13298,,77.46022,,,15.04005,9.32019,12.74166,16.39199,10.80823,14.82615
154,2,156-P2-B8-208.D,NA,P2-B-08,D2,34,induced,,,14.73717,29.81849,22.57539,1291.36865,8.56438,,82.2834,22.08462,,16.93958,138.07335,,26.43872,,9.51271
155,2,157-P2-C8-209.D,NA,P2-C-08,D2,35,clamped,,,,99.12186,,298.07062,,26.66817,,,8.30975,14.27994,,20.74614,34.84486,,10.90053
