Run Index,Plate,Directory,SampleName,Plate Position,Rack,Location,leaf_type,3MSO_5.2,OH-Alkenyl_6,4MSO_7.1,Allyl_7.4,5MSO_10.2,Butenyl_12.1,Junk_13,3MT_13.6,MSOO_13.8,OH I3M_15.1,4MT _15.5,Flavonol_16.1,I3M_16.7,Flavonol_17.5,Flavonol_18.5,Junk_18.7,Indole_18.8
28,4,029-P1-D4-147.D,NA,P1-D-04,D4,29,induced,,,,15.99045,,834.44733,,,45.2158,,,27.29073,,18.84243,45.76891,,35.0733
29,4,030-P1-E4-148.D,NA,P1-E-04,D4,30,induced,,,51.73941,17.52366,,258.49966,,,24.22189,,71.76653,30.55096,51.65844,,48.15413,,80.46079
30,4,031-P1-F4-149.D,NA,P1-F-04,D4,31,induced,,,44.27076,17.25258,,146.90495,,,34.13763,,62.79377,31.76365,,10.44703,70.39075,,29.74275
31,4,032-P1-G4-150.D,NA,P1-G-04,D4,?,?,,,71.16845,26.82905,25.92773,1338.91211,14.02973,,88.99663,,54.09708,23.45852,57.43407,,46.49545,23.74885,19.00659
32,4,033-P1-H4-151.D,NA,P1-H-04,D4,32,clamped,,,40.12174,32.62616,,852.4884,10.06191,8.44646,50.40998,,,20.60091,34.3711,213.89561,78.23691,24.8059,14.3984
33,4,034-P1-A5-152.D,NA,P1-A-05,D4,32,induced,,,32.72529,20.0274,,949.37311,,,61.84292,,,24.70724,25.19585,94.48354,84.19849,28.72757,21.44018
34,4,035-P1-B5-153.D,NA,P1-B-05,D4,33,clamped,35.23169,,15.45553,153.97906,,543.92426,,116.95146,,,17.88299,59.50642,,,149.5793,,10.99945
35,4,036-P1-C5-154.D,NA,P1-C-05,D4,33,induced,,,,1204.8269,,25.2327,,,,,10.55875,12.39777,330.73792,,54.03927,,8.35714
36,4,037-P1-D5-155.D,NA,P1-D-05,D4,34,clamped,16.20827,,,940.0943,,30.83134,,15.18988,,,,25.20067,17.28525,14.27595,84.34493,,16.78398
37,4,038-P1-E5-156.D,NA,P1-E-05,D4,34,induced,,,,659.14868,,86.48318,,16.49276,16.01743,,,16.19418,,10.02994,85.62591,,25.66798
38,4,039-P1-F5-157.D,NA,P1-F-05,D4,35,clamped,,,,567.54913,,86.60336,,17.09216,8.42702,,,26.46685,12.3039,23.30197,153.74561,,10.47157
39,4,040-P1-G5-158.D,NA,P1-G-05,D4,35,induced,197.85596,,,1577.27576,57.4822,30.70094,,8.01208,11.31947,,9.57843,25.50745,214.92563,51.10747,101.88332,29.91314,16.97767
40,4,041-P1-H5-159.D,NA,P1-H-05,D4,36,clamped,51.81248,,,1429.27625,37.95426,52.50303,,45.57323,,,,28.86531,86.8442,9.13599,146.57698,,10.89315
41,4,042-P1-A6-160.D,NA,P1-A-06,D4,36,induced,,,78.79494,,26.85981,1023.58588,,,71.50494,,35.35194,25.89827,40.50755,,47.8175,,73.94879
42,4,043-P1-B6-161.D,NA,P1-B-06,D4,37,induced,,,74.28226,,,605.82324,,,62.08115,,26.57166,42.66348,,18.08109,51.86441,,10.93943
43,4,044-P1-C6-162.D,NA,P1-C-06,D4,37,clamped,,,11.13878,,,645.35846,,,,,14.41507,27.96597,40.59792,,31.53368,,10.23846
44,4,045-P1-D6-163.D,NA,P1-D-06,D4,38,induced,,,,,,442.77219,,,,,10.25578,22.71957,11.8741,7.79533,51.43486,,49.16248
45,4,046-P1-E6-164.D,NA,P1-E-06,D4,39,clamped,,59.16786,,26.23825,,878.93744,,,,,,10.85768,20.53992,,29.01721,,58.85085
46,4,047-P1-F6-165.D,NA,P1-F-06,D4,39,induced,,61.58524,,42.83333,,920.04736,8.49087,,,,,25.59414,25.52615,6.5338,42.57584,,10.3138
47,4,048-P1-G6-166.D,NA,P1-G-06,D4,40,clamped,120.24746,,106.65698,90.21458,,250.6722,,27.27327,12.3243,,,13.61364,692.255,,50.17815,28.58254,15.6221
48,4,049-P1-H6-167.D,NA,P1-H-06,D4,40,induced,,,48.8013,31.55354,21.76881,1649.13538,21.67637,,89.9798,,,26.66435,130.8242,30.37891,96.11808,,13.75374
49,4,050-P1-A7-168.D,NA,P1-A-07,D4,41,clamped,,,51.71066,23.48945,,1066.01843,11.68849,,90.83872,,21.52946,34.31587,79.87323,19.96775,64.63412,27.89882,18.50028
50,4,051-P1-B7-169.D,NA,P1-B-07,D4,41,induced,,35.88474,24.40074,,15.23972,428.67313,,,,,,16.46754,25.31389,,26.84329,,41.59339
51,4,052-P1-C7-170.D,NA,P1-C-07,D4,42,clamped,,46.83373,19.33765,,61.0157,390.44946,,,17.13403,,,19.96059,28.22533,7.46616,50.86224,,24.08383
52,4,053-P1-D7-171.D,NA,P1-D-07,D4,42,induced,,89.30921,,501.53,14.01386,667.93585,,,15.0946,,,23.26021,74.27368,,37.3548,10.66143,13.52248
53,4,054-P1-E7-172.D,NA,P1-E-07,D4,43,clamped,,,49.28449,24.79006,,1077.95935,13.49971,,31.499,,12.63971,13.40269,135.71187,16.20577,59.73207,,6.44335
54,4,055-P1-F7-173.D,NA,P1-F-07,D4,43,induced,,,30.20579,27.18941,,1531.9071,22.69885,,31.33564,,14.41383,16.79689,88.85563,26.43199,50.44066,,28.72253
55,4,056-P1-G7-174.D,NA,P1-G-07,D4,44,clamped,22.99156,,66.13453,106.81564,,760.30328,,35.45955,20.7516,,55.32298,,19.83204,,23.21056,,12.97245
56,4,057-P1-H7-175.D,NA,P1-H-07,D4,44,induced,,,,58.73165,,280.0354,,13.85468,10.02432,,9.65252,17.99688,,,112.41267,,14.72027
57,4,058-P1-A8-176.D,NA,P1-A-08,D4,45,induced,,,30.31368,,13.4717,475.36383,,,,,,24.1123,307.43484,,49.99352,21.491,15.34224
58,4,059-P1-B8-177.D,NA,P1-B-08,D4,46,clamped,,,17.92202,,17.66081,272.21509,,,,,25.83046,62.03969,37.39953,,60.28168,,9.37576
59,4,060-P1-C8-178.D,NA,P1-C-08,D4,46,induced,,,102.71612,15.12551,,598.79858,,,92.2245,,15.35625,7.9987,49.97748,,30.87375,,36.39329
60,4,061-P1-D8-179.D,NA,P1-D-08,D4,47,clamped,17.52243,,22.82331,48.08085,,177.4147,,26.24302,,,17.50647,15.36169,183.35022,6.70538,48.30804,24.20295,13.27896
61,4,062-P1-E8-180.D,NA,P1-E-08,D4,47,induced,15.18536,,,106.26087,,674.63892,,76.06673,,,8.4068,29.15818,45.84792,48.0951,67.07842,,9.34602
62,4,063-P1-F8-181.D,NA,P1-F-08,D4,48,clamped,80.38197,,,1349.26038,38.62547,38.53292,,,13.38971,,10.86057,26.53942,167.93919,,62.16917,23.11427,14.21608
63,4,064-P1-G8-182.D,NA,P1-G-08,D4,48,induced,34.16689,,,2272.79224,71.08192,34.27076,,15.96179,17.42082,,9.8217,26.91584,217.52196,24.71034,92.67952,24.64573,16.54341
64,4,065-P1-H8-183.D,NA,P1-H-08,D5,1,clamped,25.13142,,,410.93875,,302.92349,,42.19461,18.58439,,,13.08466,229.09775,,41.9216,,36.32154
65,4,066-P1-A9-184.D,NA,P1-A-09,D5,1,induced,24.69597,,,336.14673,,475.46875,,51.18671,29.48215,,,31.46628,28.46794,12.44309,79.81142,,11.4399
66,4,067-P1-B9-185.D,NA,P1-B-09,D5,2,clamped,20.53947,,67.55562,35.76527,,312.58505,,41.2752,16.95845,,55.99472,16.4669,266.44534,,41.1937,,9.10559
67,4,068-P1-C9-186.D,NA,P1-C-09,D5,2,induced,25.23861,,67.20361,23.7506,,195.70665,,39.91206,31.02456,,51.47334,36.5839,17.91347,18.52914,81.4672,,9.59767
68,4,069-P1-D9-187.D,NA,P1-D-09,D5,3,induced,,,94.30883,,36.6807,309.18973,,,,,15.06297,21.10706,22.69039,,36.14654,,34.78889
69,4,070-P1-E9-188.D,NA,P1-E-09,D5,4,clamped,,,34.8093,24.24798,63.19485,395.75101,,,10.86635,,9.7536,62.43706,13.24677,9.46798,58.57276,,7.89528
70,4,071-P1-F9-189.D,NA,P1-F-09,D5,4,induced,125.41475,,,430.68674,,,,115.58228,,,,,12.06741,,39.67817,24.31217,14.24169
71,4,072-P1-G9-190.D,NA,P1-G-09,D5,5,clamped,37.56905,,,1042.5238,35.6249,245.1221,,,,,,14.03961,184.84573,,52.23495,18.22991,22.67795
72,4,073-P1-H9-191.D,NA,P1-H-09,D5,5,induced,47.18037,,,992.28894,60.14174,378.7179,,,31.80552,,13.4956,30.62553,106.64635,18.44673,149.97202,,9.929
73,4,074-P1-A10-192.D,NA,P1-A-10,D5,6,clamped,,,44.23598,,29.568,508.14914,,,,,10.28333,50.57654,49.82337,8.18098,40.40025,,12.4827
74,4,075-P1-B10-193.D,NA,P1-B-10,D5,6,induced,,,,,44.51485,948.0882,11.79684,,,,14.0351,59.31232,26.73878,23.21161,59.69187,,10.48352
75,4,076-P1-C10-194.D,NA,P1-C-10,D5,7,clamped,,,141.39232,,25.15793,767.97156,,,113.51977,,43.3539,35.20707,32.67021,,57.20657,,36.75307
76,4,077-P1-D10-195.D,NA,P1-D-10,D5,7,induced,,,80.95077,,,433.46686,,,53.38821,,18.3457,48.72227,10.50989,9.34715,43.58305,,12.31852
77,4,078-P1-E10-196.D,NA,P1-E-10,D5,8,clamped,,,,,,934.16711,,,,,,13.52139,20.29934,,45.87083,,9.42154
78,4,079-P1-F10-197.D,NA,P1-F-10,D5,8,induced,,,,15.55797,,1211.64844,9.66063,,,,12.60147,21.25885,64.34612,12.6978,51.1538,,12.57433
79,4,080-P1-G10-198.D,NA,P1-G-10,D5,9,clamped,56.32458,,25.02065,234.03166,,466.03156,,139.65836,,,29.3852,23.23818,42.53349,,60.33071,,66.80815
80,4,081-P1-H10-199.D,NA,P1-H-10,D5,9,induced,24.61815,,,117.79003,,461.59506,,79.61486,,,,36.78617,,11.78513,58.32275,,14.191
81,4,082-P1-A11-200.D,NA,P1-A-11,D5,10,clamped,97.02329,,,816.04541,49.96414,,,,43.17436,,11.45382,7.23357,136.1846,,47.36754,,39.07401
82,4,083-P1-B11-201.D,NA,P1-B-11,D5,10,induced,,120.30284,60.8937,,,168.03502,,,,,,11.46307,198.63205,,40.09261,22.29155,19.01385
83,4,084-P1-C11-202.D,NA,P1-C-11,D5,11,induced,,186.7682,26.45994,,32.60522,650.5661,,,,,,13.29637,41.99581,20.34225,40.49522,,10.21986
84,4,085-P1-D11-203.D,NA,P1-D-11,D5,12,clamped,26.59324,,17.56614,71.16658,,164.12657,,53.26295,,,10.94961,18.66784,64.14108,,36.1659,,27.92342
85,4,086-P1-E11-204.D,NA,P1-E-11,D5,12,induced,42.77325,,14.84098,97.54661,,375.1626,,111.96899,,,19.09227,53.85435,,14.98194,117.979,,15.00362
86,4,087-P1-F11-205.D,NA,P1-F-11,D5,13,clamped,,,28.43313,,24.42417,582.18994,,,,,,14.38093,44.55595,,27.37439,,31.26896
87,4,088-P1-G11-206.D,NA,P1-G-11,D5,13,induced,,,12.23769,,35.29243,135.83527,,,,,,15.94639,,9.08699,21.06363,,14.41653
88,4,089-P1-H11-207.D,NA,P1-H-11,D5,14,clamped,67.08214,,92.56009,186.77989,,612.78601,,42.77892,13.4212,,31.49729,,1031.8689,20.71857,119.30856,28.62637,15.56536
89,4,090-P1-A12-208.D,NA,P1-A-12,D4,10,induced,30.74951,,29.59467,61.65189,,210.37416,,20.43958,,,12.64296,10.44502,13.85369,,35.85932,,34.28445
90,4,091-P1-B12-209.D,NA,P1-B-12,D4,9,induced,72.18227,,50.09686,42.52314,,111.42523,,21.6802,,,,9.26218,43.98367,,27.39306,,60.90774
91,4,092-P1-C12-210.D,NA,P1-C-12,D4,9,clamped,82.55196,,17.45345,21.28499,,59.44977,,11.04412,,,,14.34059,,,78.82926,,51.553
92,4,093-P1-D12-211.D,NA,P1-D-12,D4,8,induced,,,,490.5155,19.34674,275.05652,,,170.93268,,10.09293,12.59403,500.88483,,48.97874,11.83894,8.26044
93,4,094-P1-E12-212.D,NA,P1-E-12,D4,8,clamped,,,,516.17523,,422.82925,,,57.38474,,14.11458,19.19708,37.74185,19.86387,55.83292,,30.33967
94,4,095-P1-F12-213.D,NA,P1-F-12,D4,7,induced,34.48925,,34.21427,124.04211,,441.5639,,36.99097,,,15.21435,12.77162,31.26264,,43.78922,,70.65614
95,4,096-P1-G12-214.D,NA,P1-G-12,D4,7,clamped,86.06215,,66.7411,49.22467,,393.10977,,65.74274,21.38457,,16.5987,,,,60.10246,,29.74238
96,4,097-P1-H12-215.D,NA,P1-H-12,D4,6,induced,,121.3089,24.87183,,26.34065,507.9147,,,,,,23.24371,25.65088,11.60603,27.61186,,16.0059
97,5,098-P2-A1-216.D,NA,P2-A-01,D5,14,induced,17.67878,,20.21354,87.19962,,605.63318,,26.50781,,,31.9303,8.96358,33.45518,,47.76357,,30.99535
98,5,099-P2-B1-217.D,NA,P2-B-01,D5,15,clamped,,,62.40251,15.13236,26.31819,357.60382,,,,,9.68628,30.57289,87.93204,8.3746,57.87926,17.24723,22.3117
99,5,100-P2-C1-218.D,NA,P2-C-01,D5,15,induced,,,31.6897,,22.18838,865.10889,,,,,19.11201,26.54036,89.18877,,58.75656,16.94483,20.1669
100,5,101-P2-D1-219.D,NA,P2-D-01,D5,16,clamped,19.65306,,,515.5014,,61.24039,,19.07681,19.35607,,,7.91082,,32.71093,60.61142,,28.066
101,5,102-P2-E1-220.D,NA,P2-E-01,D5,16,induced,32.02591,,,482.02649,,44.48919,,28.22353,26.94882,,,7.43085,41.31725,,49.10357,,57.3707
102,5,103-P2-F1-221.D,NA,P2-F-01,D5,17,clamped,26.61076,,,1399.33691,17.75155,26.50356,,,,,8.71878,28.09601,67.34281,12.23288,86.70616,14.85563,17.49595
103,5,104-P2-G1-222.D,NA,P2-G-01,D5,17,induced,108.40416,,,896.70038,20.85991,16.41623,,,,,11.23543,44.37265,95.81077,,157.49535,,11.52218
104,5,105-P2-H1-223.D,NA,P2-H-01,D5,18,clamped,25.02699,,15.48621,82.59628,,256.05869,,,,,,19.08238,13.27667,,92.40883,,42.53106
105,5,106-P2-A2-224.D,NA,P2-A-02,D5,18,induced,16.99352,,27.65107,112.77805,,416.3038,,29.85018,,,23.95439,9.16117,74.94034,,68.96446,,38.56384
106,5,107-P2-B2-225.D,NA,P2-B-02,D5,19,clamped,,,36.03303,,34.62238,427.47116,,,,,,32.77611,52.36645,11.1249,47.73593,,12.74078
107,5,108-P2-C2-226.D,NA,P2-C-02,D5,19,induced,,,62.58635,,,225.57936,,,,,,29.60489,44.85447,,52.26649,,43.35909
108,5,109-P2-D2-227.D,NA,P2-D-02,D5,20,clamped,32.16953,,31.37324,88.55198,,265.26602,,47.19505,,,22.3217,10.21252,152.07443,,25.30313,,6.65731
109,5,110-P2-E2-228.D,NA,P2-E-02,D5,20,induced,28.52306,,17.0871,101.9727,,418.88065,,39.12373,,,,15.96889,26.7266,27.40757,83.39035,,6.67257
110,5,111-P2-F2-229.D,NA,P2-F-02,D5,21,clamped,57.24192,,32.35928,15.69089,,70.30392,,,,,,11.77692,35.95467,8.96309,65.58932,,8.76656
111,5,112-P2-G2-230.D,NA,P2-G-02,D5,21,induced,56.78205,,67.91064,49.21812,,175.51997,,27.56,,,,21.1071,125.51842,,70.59915,,44.08303
112,5,113-P2-H2-231.D,NA,P2-H-02,D5,22,induced,,,13.48585,47.50547,33.039,1212.23547,10.97625,,112.2141,,,19.802,20.14065,79.50632,68.26844,,91.05952
113,5,114-P2-A3-232.D,NA,P2-A-03,D5,23,clamped,,,12.67493,32.03561,15.97805,1320.21814,11.02117,,87.7841,,,47.68419,38.46607,,63.5699,,43.78291
114,5,115-P2-B3-233.D,NA,P2-B-03,D5,23,induced,33.10261,,,299.80963,,,,62.78505,,,,,,,60.30733,,88.32576
115,5,116-P2-C3-234.D,NA,P2-C-03,D5,24,clamped,15.77358,,,330.50662,,18.65279,,48.95919,,,,,,,58.50372,,40.53469
116,5,117-P2-D3-235.D,NA,P2-D-03,D5,24,induced,,,29.53494,20.18681,,536.49133,,28.04794,,,49.63608,13.15114,45.47428,,95.49467,,80.22502
117,5,118-P2-E3-236.D,NA,P2-E-03,D5,25,clamped,,,86.13563,,18.90287,1350.55286,13.53531,,131.67258,,,18.40115,68.63358,,37.94018,,9.35315
118,5,119-P2-F3-237.D,NA,P2-F-03,D5,25,induced,24.88098,,,338.54361,,138.47664,,60.53103,,,,21.15788,33.96011,,77.35586,,47.70156
119,5,120-P2-G3-238.D,NA,P2-G-03,D5,26,clamped,,,,19.36398,,1556.62903,11.85808,,47.9271,,,25.30351,28.08199,16.94088,112.22678,,84.21769
120,5,121-P2-H3-239.D,NA,P2-H-03,D5,26,induced,,,,34.32335,29.93956,1791.53198,20.5798,,107.48951,,13.61746,25.69685,364.98895,12.79983,90.01038,27.59266,26.32937
121,5,122-P2-A4-240.D,NA,P2-A-04,D5,27,clamped,56.08606,,,780.61646,,14.87911,,103.32985,,,,18.50338,,28.97015,101.89393,,9.70592
122,5,123-P2-B4-241.D,NA,P2-B-04,D5,27,induced,40.03468,,,416.20627,,,,45.6015,,,,11.50203,19.64931,,76.62127,,46.97392
123,5,124-P2-C4-242.D,NA,P2-C-04,D5,28,induced,46.82732,,,177.18735,,22.48878,,33.32777,,,,,,,81.43002,,102.80748
124,5,125-P2-D4-243.D,NA,P2-D-04,D5,29,clamped,59.65004,,,279.52014,,,,50.4549,,,,,16.33167,,48.56075,,59.89248
125,5,126-P2-E4-244.D,NA,P2-E-04,D5,29,induced,60.59251,,,373.15808,,,,24.80745,,,,9.90102,14.25257,,76.99364,,47.47741
126,5,127-P2-F4-245.D,NA,P2-F-04,D5,30,clamped,,42.2636,39.4667,,30.45824,796.91315,,,,,,24.21713,44.93543,21.00713,79.5377,,9.25223
127,5,128-P2-G4-246.D,NA,P2-G-04,D5,30,induced,,56.04687,183.00667,,33.51288,698.68066,,,,,,22.25628,72.72129,51.55773,170.03613,,49.89531
128,5,129-P2-H4-247.D,NA,P2-H-04,D5,31,clamped,99.85903,,50.6467,91.35236,,280.836,,68.97401,,,20.54038,11.42727,21.74141,,83.98949,,64.46913
129,5,130-P2-A5-248.D,NA,P2-A-05,D5,31,induced,57.51705,,42.54118,79.29086,,215.48482,,56.91203,,,18.88638,10.95524,45.87605,,49.74499,,11.18889
130,5,131-P2-B5-249.D,NA,P2-B-05,D5,32,clamped,36.51085,,,43.21842,,37.8437,,20.71786,,,,,16.469,31.67219,129.45995,,75.21921
131,5,132-P2-C5-250.D,NA,P2-C-05,D5,32,induced,38.98315,,,97.11104,,52.45895,,39.98735,,,,9.68906,16.04176,,63.89079,,56.08852
132,5,133-P2-D5-251.D,NA,P2-D-05,D5,33,clamped,23.28672,,,253.84932,,836.12268,,13.91895,41.67832,,12.67404,25.5331,30.35507,,78.2961,,6.97336
133,5,134-P2-E5-252.D,NA,P2-E-05,D5,33,induced,13.83114,,,212.14485,,435.80133,,,46.09146,,,20.87817,76.92356,,98.29665,,65.88895
134,5,135-P2-F5-253.D,NA,P2-F-05,D5,34,induced,111.28701,,,222.28719,,20.73967,,35.71129,,,,15.23293,,,110.98053,,38.55617
135,5,136-P2-G5-254.D,NA,P2-G-05,D5,35,clamped,60.91194,,,158.70381,,,,51.49536,,,,25.33195,,,56.85172,,15.72829
136,5,137-P2-H5-255.D,NA,P2-H-05,D5,35,induced,,,,42.43285,,1568.92542,15.39668,,,,,10.08062,61.5944,17.67485,49.33968,,10.81085
137,5,138-P2-A6-256.D,NA,P2-A-06,D5,36,clamped,,,,18.06902,,1282.30042,11.42488,,,,,12.64111,68.16195,,64.26639,10.35232,22.81116
138,5,139-P2-B6-257.D,NA,P2-B-06,D5,36,induced,,,66.72554,,,572.05267,,,,,,23.39224,609.94281,,74.41832,29.58036,22.00725
139,5,140-P2-C6-258.D,NA,P2-C-06,D5,37,clamped,,,21.29725,,,485.10532,,,,,,29.32824,96.18464,,67.82207,17.82737,24.48492
140,5,141-P2-D6-259.D,NA,P2-D-06,D5,37,induced,21.19555,,12.05131,465.95059,,793.78912,,38.82234,22.03906,,39.90657,12.25414,75.07811,21.05948,102.30046,,9.03778
141,5,142-P2-E6-260.D,NA,P2-E-06,D5,38,induced,25.53666,,,593.83698,,,,26.81561,,,,,,13.46239,22.10063,,9.40888
142,5,143-P2-F6-261.D,NA,P2-F-06,D5,39,clamped,77.25277,,,624.98199,,,,113.02576,,,,9.4532,29.7617,,40.38934,,38.67715
143,5,144-P2-G6-262.D,NA,P2-G-06,D5,39,induced,21.85658,,41.71041,63.99485,,336.27917,,23.85478,19.0929,,20.87787,25.76801,10.18877,23.55862,65.24863,,11.68213
144,5,145-P2-H6-263.D,NA,P2-H-06,D5,40,clamped,31.32565,,79.73472,47.27315,,334.65805,,31.16973,11.15662,,38.27036,11.75809,83.85488,,23.15743,,40.63424
145,5,146-P2-A7-264.D,NA,P2-A-07,D5,40,induced,,,27.12888,59.37583,,366.38852,,19.87164,,,25.97847,13.9346,116.6337,,51.09354,,11.16513
146,5,147-P2-B7-265.D,NA,P2-B-07,D5,41,induced,,,27.81493,35.73802,,387.09464,,15.39573,,,25.14973,12.71755,268.4971,,55.23009,23.58414,27.0403
147,5,148-P2-C7-266.D,NA,P2-C-07,D5,43,clamped,,,,1068.59302,,17.65909,,20.6548,,,,11.59696,,18.54308,82.83424,,31.99602
148,5,149-P2-D7-267.D,NA,P2-D-07,D5,43,induced,,,,808.49933,,,,14.1334,,,,14.6176,,,15.9169,,10.20192
149,5,150-P2-E7-268.D,NA,P2-E-07,D5,44,clamped,133.46291,,,109.37843,,,,,,,,,,,61.96327,,30.81486
150,5,151-P2-F7-269.D,NA,P2-F-07,D5,44,induced,49.17345,,,167.60677,,,,35.79068,,,,13.76793,,,75.03303,,74.47739
151,5,152-P2-G7-270.D,NA,P2-G-07,D5,45,clamped,,,,21.34314,48.79929,612.9314,,,,,,18.32625,,58.07838,60.76707,,12.08534
152,5,153-P2-H7-271.D,NA,P2-H-07,D5,45,induced,,,,24.77261,31.6494,965.92883,,,,,,15.72164,42.35916,,28.36898,,83.29463
153,5,154-P2-A8-272.D,NA,P2-A-08,D5,46,clamped,47.60876,,,125.14833,,56.51533,,52.14615,,,,,39.9796,,23.30735,19.41363,28.40205
154,5,155-P2-B8-273.D,NA,P2-B-08,D5,46,induced,,38.27229,16.52837,14.15634,22.84266,452.49365,,,,,12.09259,25.00598,,17.5354,93.88608,,9.70745
155,5,156-P2-C8-274.D,NA,P2-C-08,D5,47,clamped,,38.05199,,,,313.16959,,,,,,15.71241,,,41.25716,,12.09736
156,5,157-P2-D8-275.D,NA,P2-D-08,D5,47,induced,,,,61.40265,,423.57709,,,,,,20.98177,,19.16614,158.01237,,7.24828
157,5,158-P2-E8-276.D,NA,P2-E-08,D5,48,clamped,,,11.55305,117.18266,,347.40524,,11.85493,,,20.14675,14.52141,56.31469,,82.80735,,46.49743
158,5,159-P2-F8-277.D,NA,P2-F-08,D5,48,induced,,,14.92052,49.35406,,514.35651,,22.56851,,,16.29963,19.30218,37.14428,14.35832,87.12953,,46.94698
159,5,160-P2-G8-278.D,NA,P2-G-08,D6,1,clamped,,,25.02344,49.58384,,374.80411,,11.22619,,,27.52619,14.16636,93.27717,,72.36549,15.47956,40.68544
160,5,161-P2-H8-279.D,NA,P2-H-08,D6,1,induced,,,75.1606,,,153.73087,,,,,39.61592,25.87471,19.85874,27.76761,108.17542,,45.13916
161,5,162-P2-A9-280.D,NA,P2-A-09,D6,2,clamped,,,66.79097,,,318.27985,,13.66133,,,81.85692,17.19894,69.34624,,52.08717,,12.85041
162,5,163-P2-B9-281.D,NA,P2-B-09,D6,2,induced,,,22.95923,49.98322,,919.56348,,,62.8006,,14.46367,26.98479,,81.51327,97.9767,,48.89291
163,5,164-P2-C9-282.D,NA,P2-C-09,D6,3,clamped,,,14.23911,,,404.83502,,,32.33695,,16.30611,15.71674,,,67.20228,,62.03095
164,5,165-P2-D9-283.D,NA,P2-D-09,D6,3,induced,,,,30.31216,,249.00137,,,,,15.80192,10.14652,18.76669,,91.97922,,122.10751
165,5,166-P2-E9-284.D,NA,P2-E-09,D6,4,clamped,,,,891.0177,,12.23205,,13.75466,,,,20.34393,,,101.50877,,39.65925
166,5,167-P2-F9-285.D,NA,P2-F-09,D6,5,clamped,20.36695,,,390.52887,,,,,,,,9.83675,,,64.87118,,65.99492
167,5,168-P2-G9-286.D,NA,P2-G-09,D6,5,induced,43.64252,,,233.89444,,,,39.50008,,,,,,21.30409,85.27642,,56.79868
168,5,169-P2-H9-287.D,NA,P2-H-09,D6,6,induced,67.24567,,,273.17181,,,,24.20741,,,,,,,60.65739,,66.0415
169,5,170-P2-A10-288.D,NA,P2-A-10,D6,7,induced,,,,662.06891,19.51532,,,,,,,27.97562,21.76685,,67.70444,,63.04531
170,5,171-P2-B10-289.D,NA,P2-B-10,D6,8,clamped,26.70212,,,854.53528,32.81574,14.64319,,,,,,17.25731,182.29144,,66.99327,20.7496,31.08349
171,5,172-P2-C10-290.D,NA,P2-C-10,D6,8,induced,,,,99.14249,,1008.07733,,8.81228,17.34185,,23.61438,42.30326,,,171.38751,,8.94906
172,5,173-P2-D10-291.D,NA,P2-D-10,D6,9,clamped,,,12.20781,34.68625,,538.28455,,,,,20.12329,14.76218,97.32726,,88.26887,,66.61501
173,5,174-P2-E10-292.D,NA,P2-E-10,D6,9,induced,,,,1097.15247,15.825,,,,,,,13.8195,27.33688,,58.96185,,13.035
174,5,175-P2-F10-293.D,NA,P2-F-10,D6,4,induced,,,,784.66394,14.01665,,,,,,,,40.73564,,52.78137,,47.2972
175,5,176-P2-G10-294.D,NA,P2-G-10,D6,10,induced,,109.89437,,23.58444,,522.19464,,,,,,19.21941,39.42099,19.99461,80.87325,,75.8355
176,5,177-P2-H10-295.D,NA,P2-H-10,D6,11,clamped,,195.03833,,28.05711,,600.87708,,,,,,,111.26179,,67.05046,,117.97194
177,5,178-P2-A11-296.D,NA,P2-A-11,D6,11,induced,,,,296.65546,,41.67213,,17.28284,39.88994,,,,43.73999,,74.14562,,100.74377
178,5,179-P2-B11-297.D,NA,P2-B-11,D6,12,clamped,34.87034,,,279.09003,,74.3266,,67.7793,57.85681,,,,68.56886,,57.18937,,55.91106
179,5,180-P2-C11-298.D,NA,P2-C-11,D6,12,induced,,,54.79696,34.41756,,533.92438,,,55.0992,,9.4424,15.20023,52.48858,,70.35163,,120.94405
180,5,181-P2-D11-299.D,NA,P2-D-11,D6,13,clamped,,,13.57758,27.04576,,461.76877,,,,,11.80019,32.16038,36.17535,14.59923,91.65546,,9.64169
181,5,182-P2-E11-300.D,NA,P2-E-11,D6,13,induced,,,16.15219,,,222.50514,,,,,26.86708,9.65696,191.46414,,73.65251,28.01398,33.36773
182,5,183-P2-F11-301.D,NA,P2-F-11,D6,14,induced,17.48316,,,1289.0813,15.39783,36.53189,,,,,,13.34556,108.05408,13.75869,113.23907,22.96449,36.31155
183,5,184-P2-G11-302.D,NA,P2-G-11,D6,15,clamped,27.78164,,,677.18811,34.46312,36.33329,,,,,,10.07144,25.85983,,77.82839,,94.05801
184,5,185-P2-H11-303.D,NA,P2-H-11,D6,15,induced,,50.9123,,,14.44473,378.0506,,,,,,20.1889,,25.74005,61.7542,,13.63705
185,5,186-P2-A12-304.D,NA,P2-A-12,D6,16,clamped,26.32922,,,556.8786,,59.83474,,29.46911,17.22145,,,,97.72205,,53.99809,,33.67458
186,5,187-P2-B12-305.D,NA,P2-B-12,D6,16,induced,73.1967,,84.84103,59.67419,,92.73213,,,,,,12.27633,180.85385,,53.22643,14.26021,28.3109
187,5,188-P2-C12-306.D,NA,P2-C-12,D6,17,clamped,65.54396,,22.69859,,,41.33968,,,,,,9.97868,21.09718,24.55909,98.74475,,41.22043
